"","community","percent_of_housing_crowded","percent_households_below_poverty","percent_aged_16_unemployed","percent_aged_25_without_high_school_diploma","percent_aged_under_18_or_over_64","per_capita_income","hardship_index","latitude_x","longitude_x","count_vacant","community_area_number","property_type","affordable_units_no"
"1","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Multifamily",54
"2","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Supportive Housing",297
"3","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Senior",119
"4","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Senior",44
"5","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Senior",57
"6","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Multifamily",57
"7","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Inter-generational",54
"8","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Senior",57
"9","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"Senior",436
"10","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0171288161181,-87.6654037186353,2,1,"ARO",3
"11","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Multifamily",54
"12","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Supportive Housing",297
"13","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Senior",119
"14","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Senior",44
"15","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Senior",57
"16","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Multifamily",57
"17","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Inter-generational",54
"18","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Senior",57
"19","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"Senior",436
"20","Rogers Park",7.7,23.6,8.7,18.2,27.5,23939,39,42.0037343377148,-87.6693377083109,2,1,"ARO",3
"21","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"ARO",3
"22","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"ARO",2
"23","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"Senior",117
"24","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"Senior",99
"25","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"Senior",89
"26","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9875253898745,-87.7025668574346,2,2,"Senior",14
"27","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"ARO",3
"28","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"ARO",2
"29","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"Senior",117
"30","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"Senior",99
"31","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"Senior",89
"32","West Ridge",7.8,17.2,8.8,20.8,38.5,23040,46,41.9984076337784,-87.6801524690662,2,2,"Senior",14
"72","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",2
"73","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",2
"74","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",2
"75","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",15
"76","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",3
"77","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",6
"78","Lincoln Square",3.4,10.9,8.2,13.4,25.5,37524,17,41.9633270167949,-87.6775420889648,1,4,"ARO",6
"108","Lincoln Park",0.8,12.3,5.1,3.6,21.5,71551,2,41.9132659908169,-87.6512977853458,1,7,"ARO",54
"109","Lincoln Park",0.8,12.3,5.1,3.6,21.5,71551,2,41.9132659908169,-87.6512977853458,1,7,"Senior",92
"110","Lincoln Park",0.8,12.3,5.1,3.6,21.5,71551,2,41.9132659908169,-87.6512977853458,1,7,"ARO",1
"111","Lincoln Park",0.8,12.3,5.1,3.6,21.5,71551,2,41.9132659908169,-87.6512977853458,1,7,"People with Disabilities",14
"138","Jefferson Park",2.7,8.6,12.4,13.4,35.5,27751,25,41.9847564878622,-87.7707668981166,2,11,"Senior",73
"139","Jefferson Park",2.7,8.6,12.4,13.4,35.5,27751,25,41.9785797538663,-87.7684241644931,2,11,"Senior",73
"153","Irving Park",6.3,13.1,10,22.4,31.6,27249,34,41.943158597304,-87.7280439261971,2,16,"Senior",14
"154","Irving Park",6.3,13.1,10,22.4,31.6,27249,34,41.943158597304,-87.7280439261971,2,16,"Senior",51
"155","Irving Park",6.3,13.1,10,22.4,31.6,27249,34,41.9427504619229,-87.7359160599167,2,16,"Senior",14
"156","Irving Park",6.3,13.1,10,22.4,31.6,27249,34,41.9427504619229,-87.7359160599167,2,16,"Senior",51
"159","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",110
"160","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",85
"161","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"ARO",1
"162","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",70
"163","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",98
"164","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",17
"165","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"Senior",86
"166","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9294841749527,-87.766182916612,6,19,"ARO",3
"167","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",110
"168","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",85
"169","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"ARO",1
"170","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",70
"171","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",98
"172","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",17
"173","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"Senior",86
"174","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9360390451089,-87.7761323121165,6,19,"ARO",3
"175","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",110
"176","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",85
"177","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"ARO",1
"178","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",70
"179","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",98
"180","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",17
"181","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"Senior",86
"182","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9351590868957,-87.7626988266768,6,19,"ARO",3
"183","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",110
"184","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",85
"185","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"ARO",1
"186","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",70
"187","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",98
"188","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",17
"189","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"Senior",86
"190","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9348263860782,-87.7760906163705,6,19,"ARO",3
"191","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",110
"192","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",85
"193","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"ARO",1
"194","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",70
"195","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",98
"196","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",17
"197","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"Senior",86
"198","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9212064643651,-87.7523740316663,6,19,"ARO",3
"199","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",110
"200","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",85
"201","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"ARO",1
"202","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",70
"203","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",98
"204","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",17
"205","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"Senior",86
"206","Belmont Cragin",10.8,18.7,14.6,37.3,37.3,15461,70,41.9312259997522,-87.7698911256573,6,19,"ARO",3
"208","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"ARO",12
"209","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"ARO",1
"210","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"ARO",5
"211","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"Supportive Housing",32
"212","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"Multifamily",25
"213","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9333476702803,-87.7158533396857,2,21,"ARO",1
"214","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"ARO",12
"215","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"ARO",1
"216","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"ARO",5
"217","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"Supportive Housing",32
"218","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"Multifamily",25
"219","Avondale",6,15.3,9.2,24.7,31,20039,42,41.9346982392604,-87.7159372424088,2,21,"ARO",1
"220","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Senior",41
"221","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",12
"222","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"223","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",14
"224","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"225","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",22
"226","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",44
"227","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",2
"228","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",1
"229","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",2
"230","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",2
"231","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",30
"232","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",10
"233","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",4
"234","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multfamily",3
"235","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",41
"236","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",100
"237","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",8
"238","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",22
"239","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"240","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",54
"241","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",6
"242","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",100
"243","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"244","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"245","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",3
"246","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",12
"247","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",6
"248","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"249","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",96
"250","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"Multifamily",3
"251","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9180292926071,-87.7151741023307,2,22,"ARO",1
"252","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Senior",41
"253","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",12
"254","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"255","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",14
"256","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"257","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",22
"258","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",44
"259","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",2
"260","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",1
"261","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",2
"262","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",2
"263","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",30
"264","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",10
"265","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",4
"266","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multfamily",3
"267","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",41
"268","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",100
"269","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",8
"270","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",22
"271","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"272","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",54
"273","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",6
"274","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",100
"275","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"276","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"277","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",3
"278","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",12
"279","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",6
"280","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"281","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",96
"282","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"Multifamily",3
"283","Logan Square",3.2,16.8,8.2,14.8,26.2,31908,23,41.9147616863868,-87.7051955708743,2,22,"ARO",1
"285","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Senior",24
"286","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",19
"287","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",1
"288","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",5
"289","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",2
"290","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",3
"291","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",19
"292","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",16
"293","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",2
"294","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",18
"295","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",30
"296","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",10
"297","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",2
"298","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",59
"299","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",1
"300","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Supportive Housing",102
"301","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",24
"302","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",52
"303","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",6
"304","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",2
"305","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",23
"306","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",39
"307","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",61
"308","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",3
"309","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",1
"310","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",6
"311","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Supportive/Veterans",48
"312","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,22,"ARO",3
"313","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"Multifamily",3
"314","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",20
"315","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,22,"People with Disabilities",17
"316","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",3
"317","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",4
"318","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",2
"319","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",1
"320","West Town",2.3,14.7,6.6,12.9,21.7,43198,10,41.902925414836,-87.6968793979171,1,24,"ARO",9
"321","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Multifamily",78
"322","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Multifamily",12
"323","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Senior HUD 202",60
"324","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Senior HUD 202",60
"325","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Supportive Housing",57
"326","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Multifamily",161
"327","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Senior",84
"328","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Senior",60
"329","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Supportive/Teenage Moms",40
"330","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Supportive Housing",39
"331","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,25,"Multifamily",12
"332","Austin",6.3,28.6,22.6,24.4,37.9,15957,73,41.8900458351007,-87.7563852208296,18,22,"Multifamily",30
